municipio_id,municipio_nombre
823652.0,santurce
823680.0,villa trinidad
823701.0,colonia duran
823715.0,romang
823722.0,arocena
823729.0,barrancas
823764.0,desvio arijon
823736.0,bernardo de irigoyen
823750.0,casalegno
823757.0,centeno
820245.0,coronda
823778.0,gaboto
823785.0,gessler
823792.0,pueblo irigoyen
823806.0,loma alta
823813.0,lopez
823820.0,maciel
823834.0,san eugenio
820256.0,san genaro
823869.0,cayastacito
823911.0,la penca y caraguata
823918.0,marcelino escalada
823932.0,pedro gomez cello
823946.0,san bernardo
823967.0,vera y pintado
823981.0,aldao
820266.0,capitan bermudez
823988.0,coronel arnold
820280.0,fray luis beltran
823995.0,fuentes
824002.0,luis palacios
824009.0,pujato
824016.0,ricardone
820294.0,roldan
824023.0,san jeronimo sud
824030.0,timbues
824037.0,villa mugueta
824044.0,cañada rosquin
824058.0,casas
824065.0,castelar
824079.0,crispi
824086.0,landeta
824093.0,las bandurrias
824100.0,las petacas
824107.0,los cardos
824114.0,maria susana
824121.0,piamonte
820315.0,san jorge
824128.0,san mart
820322.0,sastre
820329.0,calchaqui
824170.0,intiyaco
824156.0,garabato
824163.0,golondrina
824177.0,la gallareta
824191.0,margarita
824198.0,tartagal
908021.0,el naranjo y el sunchal
908014.0,el chañar
908042.0,garmendia
908056.0,la ramada y la cruz
908049.0,gdor. piedrabuena
908007.0,7 de abril
908070.0,villa padre monti
900021.0,municipalidad de alderetes
908077.0,colombres
908133.0,los perez
908091.0,el bracho y el cevilar
908105.0,la florida y luisiana
908140.0,los ralos
908168.0,alto verde y los guchea
908175.0,arcadia
908196.0,medina
900042.0,municipalidad de famailla
900049.0,municipalidad de graneros
908210.0,taco ralo
900056.0,municipalidad de juan bautista alberdi
908224.0,comuna villa belgrano
908448.0,teniente berdina
908469.0,los sarmiento y la tipa
900014.0,municipalidad de san miguel de tucuman
908532.0,rio chico y nueva trinidad
900063.0,municipalidad de la cocha
908259.0,san jose de la cocha
900070.0,municipalidad de bella vista
908294.0,estacion araoz y tacanas
908315.0,los puestos
908336.0,rio colorado
908343.0,santa rosa de leales y l. blanca
908350.0,villa de leales
908357.0,el manantial
900077.0,municipalidad de lules
908378.0,acheral
900084.0,municipalidad de monteros
908406.0,leon rouges y santa rosa
908420.0,rio seco
908581.0,el mollar
900105.0,municipalidad de tafi del valle
900119.0,municipalidad de tafi viejo
908602.0,el cadillal
900112.0,municipalidad de las talitas
908623.0,choromoro
908630.0,san pedro de colalao
908560.0,municipalidad de yerba buena
908644.0,cevil redondo
940014.0,ushuaia
940007.0,rio grande
660413.0,santa victoria oeste
700133.0,zonda
823925.0,nare
823960.0,silva
908427.0,santa lucia
908441.0,soldado maldonado
822931.0,salto grande
625056.0,el cuy
625217.0,clemente onelli
822329.0,ramona
822490.0,pavon
900035.0,municipalidad de concepcion
580224.0,bajada del agrio
908392.0,capitan caceres
60455.0,las flores
60778.0,san vicente
60882.0,zarate
140007.0,embalse
140441.0,los cisnes
140581.0,marcos juarez
140826.0,la cautiva
142784.0,rayo cortado
141036.0,manfredi
141050.0,oncativo
142833.0,ambul
141113.0,villa cura brochero
143036.0,la serranita
143099.0,villa los aromos
141519.0,las peñas
141526.0,sarmiento
141575.0,san pedro norte
180021.0,corrientes
180119.0,ita ibate
180217.0,yatayti calle
180231.0,felipe yofre
180252.0,colonia libertad
180273.0,monte caseros
180329.0,san cosme
180385.0,loreto
220105.0,general pinedo
220147.0,lapachito
220203.0,villa rio bermejito
220231.0,colonia popular
220252.0,ciervo petiso
220476.0,machagai
265014.0,28 de julio
268084.0,los altares
260154.0,jose de san martin
340091.0,comandante fontana
340098.0,estanislao del campo
345042.0,fortin lugones
340119.0,general guemes
340112.0,general belgrano
340224.0,el colorado
386049.0,puesto viejo
386056.0,hipolito yrigoyen
386154.0,catua
386168.0,susques
386259.0,el condor
420119.0,eduardo castex
420266.0,monte nievas
425070.0,gobernador duval
425105.0,peru
425084.0,limay mahuida
420063.0,caleufu
420210.0,la maruja
425119.0,quetrequen
420308.0,rancul
420042.0,ataliva roca
460063.0,general belgrano
500112.0,santa rosa
540028.0,tres capones
540042.0,campo grande
540049.0,dos de mayo
540119.0,posadas
540133.0,santa maria
540140.0,colonia delicia
540161.0,9 de julio
540175.0,bernardo de irigoyen
540210.0,puerto esperanza
540238.0,almafuerte
540294.0,capiovi
540336.0,caraguatay
540420.0,colonia polana
540462.0,san ignacio
540476.0,ameghino
580014.0,añelo
580028.0,las coloradas
585098.0,villa del nahueve
585105.0,octavio pico
580210.0,rincon de los sauces
580238.0,mariano moreno
620021.0,chimpay
620028.0,choele choel
620175.0,mainque
620147.0,gral. enrique godoy
625161.0,cona niyeu
620273.0,dina huapi
625154.0,arroyo ventana
660105.0,campo santo
660175.0,iruya
660196.0,vaqueros
660231.0,coronel moldes
660245.0,san antonio de los cobres
660280.0,rio piedras
660322.0,urundel
700035.0,caucete
700077.0,rawson
740028.0,san francisco
746028.0,"v, de la quebrada"
740038.0,estancia grande
746084.0,renca
746105.0,villa larca
746133.0,la punilla
746147.0,anchorena
740084.0,buena esperanza
740105.0,merlo
746224.0,talita
746280.0,zanjitas
820021.0,las rosas
822014.0,montes de oca
822021.0,tortugas
822077.0,los molinos
822105.0,villada
822280.0,josefina
822231.0,eusebia y carolina
822259.0,garibaldi
822273.0,humberto primo
822308.0,plaza clucellas
822350.0,san vicente
822406.0,zenon pereyra
822476.0,la vanguardia
822497.0,pavon arriba
822539.0,cayasta
822609.0,carreras
822651.0,hughes
822658.0,la chispa
822693.0,melincue
822735.0,sancti spiritu
822805.0,guadalupe norte
822812.0,ingeniero chanourdie
822826.0,lanteri
822840.0,los laureles
820112.0,reconquista
822882.0,bustinza
822924.0,pueblo andino
822938.0,serodino
822945.0,villa eloisa
822980.0,candioti
820140.0,laguna paiva
823050.0,cululu
823064.0,empalme san carlos
820161.0,esperanza
823092.0,hipatia
823134.0,maria luisa
820168.0,san carlos centro
823225.0,san jeronimo norte
823309.0,logroño
823316.0,montefiore
823323.0,pozo borrado
823337.0,santa margarita
823372.0,alvear
823400.0,fighiera
823491.0,arrufo
823554.0,huanqueros
823498.0,capivara
820224.0,ceres
823666.0,suardi
823687.0,alejandra
823708.0,la brava
823827.0,monje
820252.0,galvez
823799.0,larrechea
823890.0,gobernador crespo
823904.0,la criolla
823939.0,ramayon
820259.0,san justo
820301.0,san lorenzo
824072.0,colonia belgrano
820308.0,el trebol
824142.0,cañada ombu
824184.0,los amores
820336.0,vera
900007.0,municipalidad de burruyacu
908084.0,delfin gallo
908112.0,las cejas
908147.0,ranchillos y san miguel
908154.0,san andres
908189.0,trinidad
908203.0,lamadrid
908455.0,villa quinteros
908490.0,atahona
908518.0,monteagudo
900098.0,municipalidad de simoca
908567.0,amaicha del valle
900126.0,municipalidad de trancas
660294.0,colonia santa rosa
540147.0,colonia victoria
625112.0,valle azul
585063.0,chorriaca
140287.0,chazon
141365.0,villa concepcion del tio
268028.0,dique florentino ameghino
340126.0,ibarreta
380056.0,el carmen
386091.0,arrayanal
140889.0,tosquita
142196.0,los chañaritos (c.d. eje)
141029.0,luque
141190.0,brinkmann
141442.0,dalmacio velez
143239.0,colonia bremen
220098.0,general capdevila
220357.0,presidencia de la plaza
220406.0,puerto vilelas
268105.0,facundo
260161.0,rio pico
380014.0,abra pampa
386182.0,maimara
420147.0,general pico
460070.0,general juan facundo quiroga
500098.0,san martin
500105.0,san rafael
540077.0,loreto
540490.0,mojon grande
540525.0,25 de mayo
580007.0,alumine
625070.0,mencuen
620182.0,villa regina
660070.0,san lorenzo
660252.0,tolar grande
700049.0,iglesia
746126.0,juan llerena
749175.0,fortin el patria
740119.0,juana koslay
822532.0,theobald
822567.0,santa rosa de calchines
822595.0,cañada del ucle
822665.0,labordeboy
822672.0,lazzarino
822707.0,murphy
822714.0,san eduardo
822868.0,villa ana
823232.0,san mariano
823288.0,gato colorado
823351.0,acebal
820203.0,perez
823589.0,las avispas
823694.0,cacique ariacaiquin
823841.0,san fabian
823862.0,angeloni
823876.0,colonia dolores
823883.0,esther
823953.0,san mart
823974.0,videla
824205.0,toba
908063.0,benjamin araoz y el tajamar
908161.0,alpachiri y el molino
900091.0,municipalidad de aguilares
908546.0,santa cruz y la tuna
908322.0,manuel garcia fernandez
908329.0,quilmes y los sueldos
908371.0,san pablo y villa nougues
820084.0,villa cañas
265007.0,gualjaina
386112.0,rosario de rio grande
386210.0,caspala
380133.0,fraile pintado
425014.0,agustoni
340238.0,palo santo
380077.0,perico
500042.0,la paz
540154.0,eldorado
540399.0,obera
580098.0,chos malal
585119.0,paso aguerre
660266.0,metan
822441.0,empalme villa constitucion
822616.0,chapuy
822742.0,santa isabel
822777.0,el araza
823267.0,sarmiento
823344.0,villa minetti
823407.0,general lagos
823673.0,villa saralegui
824051.0,carlos pellegrini
824135.0,traill
900028.0,municipalidad de banda del rio sali
908434.0,sargento moya
908483.0,santa ana
908553.0,villa de chicligasta
908574.0,colalao del valle
580063.0,plaza huincul
822448.0,general gelly
141253.0,freyre
340147.0,san martin dos
420413.0,winifreda
425140.0,sarah
580049.0,cutral co
580133.0,villa la angostura
660287.0,seclantas
660350.0,el potrero
700070.0,pocito
746049.0,fraga
822063.0,chañar ladeado
822399.0,virginia
822959.0,arroyo leyes
823162.0,progreso
823659.0,soledad
820238.0,san javier
823771.0,diaz
820273.0,carcaraña
824149.0,fortin olmos
908616.0,los nogales
500014.0,general alvear
220371.0,margarita belen
386217.0,pampichuela
141064.0,pozo del molle
625098.0,naupa huen
823029.0,sauce viejo
823036.0,cavour
942007.0,tolhuin
260028.0,el maiten
625028.0,el manso
740070.0,justo daract
749007.0,la punta
822315.0,presidente roca
820189.0,funes
660091.0,chicoana
660007.0,apolinario saravia
143085.0,villa del prado
140217.0,del campillo
420056.0,bernasconi
540308.0,garuhape
500007.0,capital
